serial,3000,1,0.39
mpi,3000,4,0.36
mpi,3000,8,0.37
mpi,3000,10,0.50
mpi,3000,12,0.42
mpi_nb,3000,4,0.38
mpi_nb,3000,8,0.36
mpi_nb,3000,10,0.51
mpi_nb,3000,12,0.45
